# 
# Study ERP023010: Nippostrongylus brasiliensis Genome & Transcriptome sequencing and assembly
# See Chandler .. Eccles, 2017: https://www.ncbi.nlm.nih.gov/pubmed/28491281, Eccles .. Ewbank, 2018: https://www.ncbi.nlm.nih.gov/pubmed/29325570
# Reads aligned with TopHat2 and quantified with HTSeq, by RNASeq-er: https://www.ebi.ac.uk/fg/rnaseq/api
# 
# Values are transcripts per million units (TPMs) per gene for each run
gene_id	ERR2023649	ERR2023650	ERR2023651	ERR2023646	ERR2023647	ERR2023648	ERR2023652	ERR2023653	ERR2023654
NBR_0001175701	0.7	1.11	0.21	0	0	0.23	0.45	0.21	1.28
NBR_0001175801	59.34	65.2	61.31	314.03	338.91	306.92	61.75	58.53	49.26
NBR_0001175901	13.69	12.65	12.15	13.51	15.65	15.97	11.74	11.54	9.56
NBR_0001176001	0	0.28	0	0	0	0.29	0	0	0
NBR_0001176101	5.56	7.21	6.31	7.26	5.65	4.71	3.88	5.43	5.11
NBR_0001176201	14.06	16.87	17.2	13.53	16.95	17.37	17.89	17.95	17.68
NBR_0001176301	39.7	47.58	44.45	25.8	27.33	24.14	39.14	43.3	40.24
NBR_0001176401	1023.76	1082.34	1173.16	539.38	523.3	485.81	1194.34	1353.76	1321.54
NBR_0001176501	0	1.11	0.85	0.86	0.87	0.69	1.35	0.42	0.86
NBR_0001176601	256.76	326.76	340.15	50.98	43.99	39.35	397.32	416.69	353.26
NBR_0001176701	1.29	3.07	2.36	0.15	0.3	0.48	3.89	5.81	3.56
NBR_0001176801	30.99	30.3	29.77	23.33	24.32	24.62	41.06	41.75	41.55
NBR_0001176901	12.86	13.9	12.55	8.01	8.16	9.14	12.74	14.73	11.03
NBR_0001177001	11.22	13.39	16.01	9.47	11.33	13.77	19.19	19.78	18
NBR_0001177101	202.69	249.33	279.79	54.02	55.75	66.2	288.05	321.82	291.26
NBR_0001177201	105.19	56.38	66.08	56.85	50.27	43.65	40.07	38.78	38.04
NBR_0001177301	0	0	0	0.11	0	0.12	0	0.11	0
NBR_0001177401	222.24	253.73	273.17	162.23	162.43	158.59	299.51	284	268.97
NBR_0001177501	13.76	15.89	14.3	6.94	7.91	7.79	10.75	11.45	10.65
NBR_0001177601	42.6	40.45	37.84	18.95	19.89	21.6	40.58	46.25	47.28
NBR_0001177701	5.35	6.21	6.33	4.95	6.16	6.06	7.23	7.44	7.17
NBR_0001177801	234.91	293.66	371.64	6.4	4.86	4.89	92.17	74.31	83.92
NBR_0001177901	7.77	10.9	9.59	10.01	6.23	11.83	9.42	8.4	7.17
NBR_0001178001	19.39	22.42	21.71	22.23	19.09	25.3	22.09	20.72	19.26
NBR_0001178101	45	60.32	55.64	56.7	61.01	57.38	59.2	55.12	48.26
NBR_0001178201	24.31	26.55	22.06	22.63	17.58	18.1	27.9	27.35	34.86
NBR_0001178301	30.23	33.59	33.04	43.34	55.34	66.79	39.38	35.94	36.04
NBR_0001178401	24	34.09	29.16	35.51	39.8	43.44	45.36	39.93	32.39
NBR_0001178501	104.66	113.99	111.73	230.91	237.81	302.35	148.94	141.54	141.84
NBR_0001178601	0	0	0.2	0.61	0.21	0.43	0	0	0.2
NBR_0001178701	0.41	0.91	0.75	0.51	0.39	1.21	1.72	0.86	0.25
NBR_0001178801	0.15	0.7	1.08	0.41	0.69	0.43	1.42	1.19	0.54
NBR_0001178901	14.57	18.62	18.87	16.87	15.59	17.79	19.58	17.67	15.31
NBR_0001179001	18.29	24.33	24.58	23.34	23.85	22.15	28.55	25.28	22.14
NBR_0001179101	8.6	10.2	9.31	8.35	8.64	9.58	9.14	9.05	7.67
NBR_0001179201	22.7	30.62	29.62	63.58	58.16	52.99	35.39	37.24	29.15
NBR_0001179301	21.63	26.65	24.55	44.45	44.96	44.3	33.64	36.63	25.14
NBR_0001179401	0.27	0.26	0.25	0.75	1.01	0.53	0.52	0	0
NBR_0001179501	0	0	0	0	0	0	0	0	0
NBR_0001179601	0	0.2	0	0	0	0	0	0	0
NBR_0001179701	0.12	0.19	0.14	0.25	0.22	0.12	0.19	0.14	0.25
NBR_0001179801	0.69	0.44	0.21	0	0.22	0.23	0	0.41	0.42
NBR_0001179901	0	0	0.39	0.98	1.59	0.83	0.41	0	0.2
NBR_0001180001	0.29	0.27	0	0.79	0	0	0.55	0	0
NBR_0001180101	1.8	5.78	3.09	2.29	1.47	1.11	5.2	4.25	2.9
NBR_0001180201	1.85	1.24	1.69	0.69	2.6	1.64	2.86	2.34	1.53
NBR_0001180301	1.68	0.91	1.54	0.89	5.4	4.01	1.39	1.95	1.33
NBR_0001180401	2.53	3.77	2.57	5.86	10.4	10.03	5.37	4.42	4.47
NBR_0001180501	1.53	2	2.79	2.99	6.96	8.62	2.76	2.92	3.33
NBR_0001180601	4.53	6.52	4.96	3.08	2.96	2.52	4.13	4.29	2.69
NBR_0001180701	8.7	11.36	11.33	4.01	2.31	4.7	7.47	8.45	7.26
NBR_0001180801	2.27	2.37	2.08	1.6	1.32	1.06	1.25	1.27	1.19
NBR_0001180901	10.01	5.91	7.73	0.39	0.4	0	6.11	6.73	6.36
NBR_0001181001	0.27	0.36	0.64	0.4	0.75	0.79	0.83	0.67	0.34
NBR_0001181101	360.52	332.37	319.8	531.34	491.22	462.94	331.87	333.82	317.98
NBR_0001181201	262.4	231.15	210.28	190.18	184.89	227.14	223.02	212.1	236.88
NBR_0001181301	55.07	54.15	55.01	20.93	22.98	25.79	45.47	46.87	51.03
NBR_0001181401	29.31	35.49	37.26	43.03	49.37	48.55	29.86	27.67	24.59
NBR_0001181501	30.82	34.62	29.37	29.81	31.3	29.97	33.78	29.21	27.97
NBR_0001181601	6.55	7.72	7.44	6.17	6.75	7.29	5.59	4.93	4.96
NBR_0001181701	28.45	26.99	26.2	14.9	16.58	15.85	18.78	22	22.78
NBR_0001181801	4.18	6.72	5.37	4.61	4.6	5.13	5.99	4.87	4.76
NBR_0001181901	0	0.1	0.09	0.14	0.21	0.1	0.1	0.2	0.26
NBR_0001182001	0.13	0.18	0	0.12	0.18	0.06	0	0	0.17
NBR_0001182101	0.34	0.19	0.25	1.26	0.89	0.74	0.13	0.12	0.13
NBR_0001182201	3.83	4.25	4.78	2.66	2.96	2.59	8.05	7.4	8.47
NBR_0001182301	2.53	0.48	4.87	4.92	5.93	1.25	0.24	1.37	1.4
NBR_0001182401	32.61	34.76	33.15	27.63	28.08	31.47	30.2	31.18	32.11
NBR_0001182501	11.76	12.25	12.64	27.16	41.66	37.95	7.19	10.15	8.77
NBR_0001182601	12.97	10.24	10	23.98	28.47	39.35	8.04	5.84	6.99
NBR_0001182701	0.09	0.18	0	0.43	0.3	0.45	0.18	0.12	0.04
NBR_0001182801	14.44	16.16	16.53	9.44	8.91	10.5	20.31	23.78	23.93
NBR_0001182901	44.73	46.79	46.31	51.18	52.59	55.25	54.3	49.98	52.01
NBR_0001183001	0.5	0.24	0.23	0	0	0	0	0	0.23
NBR_0001183101	0	0	0	0	0	0	0	0	0
NBR_0001183201	0.78	0.89	0.93	1.23	1.54	1.61	0.53	0.77	0.65
NBR_0001183301	0.42	0.6	0.38	0.39	0.2	0	0	0.94	1.34
NBR_0001183401	6.07	5.35	5.86	7.59	6.64	7.96	5.53	5.36	5.38
NBR_0001183501	526.55	583.95	618.5	132.47	140.78	118.8	491.68	531.14	508.7
NBR_0001183601	37.84	38.55	40.16	140.24	123.81	128.9	41.29	41.35	33.78
NBR_0001183701	0.25	0.06	0.23	1.35	1.13	1.12	0.18	0.06	0.06
NBR_0001183801	0	0	0	0	0	0.07	0	0.06	0
NBR_0001183901	2.04	3.88	2.64	3.14	3.18	2	3.76	1.83	1.72
NBR_0001184001	4.23	5.1	5.16	6.77	7.92	4.43	7.88	6.6	5.71
NBR_0001184101	37.51	49.34	59.84	85.96	75.62	65.98	73.26	68.14	66.7
NBR_0001184201	100.2	112.95	125.69	357.89	367.14	362.82	128.11	124.78	123.11
NBR_0001184301	30.9	38.86	36.17	60.36	57.92	53.71	41.23	36.95	33.94
NBR_0001184401	64.32	73.78	83.54	50.3	50.75	57.07	90.37	99.24	92.67
NBR_0001184501	7.17	9.19	8.72	9.27	8.26	7.53	10.63	8.54	6.29
NBR_0001184601	18.82	22.75	15.86	20.41	18.5	17.32	13.89	16.22	12.65
NBR_0001184701	17.73	22.9	18.19	7.38	7.5	8.04	15.76	18.37	17.23
NBR_0001184801	0.04	0.07	0.14	0.04	0.03	0.06	0.15	0.06	0.12
NBR_0001184901	18.96	19.81	13.25	9.01	7.89	10.87	10.41	14.7	17.69
NBR_0001185001	0	0	1.22	24.05	22.5	31.16	0.96	0.3	0
NBR_0001185101	10.58	11.98	11.92	3.9	4.92	6.12	14.99	15.63	13.41
NBR_0001185201	0.35	0	0	0	0	0	0	0.31	0.32
NBR_0001185301	5.89	7.05	9.31	0.23	0.32	0.17	8.43	5.68	8.67
NBR_0001185401	53.81	46.51	53.49	4.99	5.85	6.84	64.98	65.56	63.09
NBR_0001185501	3.26	4.01	3.94	1.15	1.35	0.75	3.69	2.07	2.82
NBR_0001185601	83.37	91.83	75.1	38.15	34.07	35.12	114.04	92.3	95.49
NBR_0001185701	4.42	6.29	5.6	0.49	1.1	1.52	3.39	3.59	3.09
NBR_0001185801	43.67	53.04	53.81	52.47	52.79	50.85	54.82	54.17	46.62
NBR_0001185901	25.79	20.7	25.02	18.15	19.31	18.42	31.64	39.82	38.28
NBR_0001186001	56.11	55.31	55.61	32.93	34.8	36.22	58.01	66.61	74.92
NBR_0001186101	30.62	23.69	25.71	25.57	23.02	24.89	22.27	20.4	21.8
NBR_0001186201	19.8	24.94	23.03	29.37	29.97	31.24	21.46	18.38	16.47
NBR_0001186301	23.67	33.82	37.41	1.29	2.12	0.86	19.79	44.97	34.43
NBR_0001186401	12.69	13.17	16.12	9.99	9.64	11.76	11.77	14.46	13.39
NBR_0001186501	1969.31	1997.45	1993.63	986.08	967.16	946.1	1872.99	1841.54	1934.07
NBR_0001186601	1879.66	1727.52	1726.02	856.01	853.29	885.25	1590.83	1613.26	1800.61
NBR_0001186701	9.57	11.7	11.41	5.44	6.17	7.1	10.25	11.69	10.26
NBR_0001186801	18.6	22.77	23.48	12.87	17.34	14.09	27.54	24.85	21.55
NBR_0001186901	0.1	0	0.19	0	0.1	0.1	0	0.37	0.47
NBR_0001187001	17.22	19.82	22.33	27.01	24	27.68	24.95	30.87	23.21
NBR_0001187101	18.86	19.85	18.46	27.52	21.54	33.66	27.26	23.38	26.79
NBR_0001187201	32.15	33.74	32.66	48.08	51.08	57.11	49.13	47.46	43.06
NBR_0001187301	0	0	0	0	0	0	0	0	0
NBR_0001187401	19.97	17.79	17.46	0.28	0.14	0.1	10.9	13	11.45
NBR_0001187501	9.19	11.51	10.48	16.87	21.81	16.95	9.95	14.28	13.32
NBR_0001187601	20.38	20.52	16.06	20.86	21.05	23.8	17.12	17.74	18.56
NBR_0001187701	30.95	33.75	35.45	14.08	17.33	19.05	39.94	38.59	38.14
NBR_0001187801	0.69	1.25	1.03	2.14	1.87	2.46	0.54	0.39	0.23
NBR_0001187901	0.95	1.4	1.35	3.52	2.76	3.15	0.67	1.01	0.56
NBR_0001188001	61.37	76.14	76.46	82.11	94.02	87.16	80.9	78.93	63.61
NBR_0001188101	14.83	14.76	16.04	16.38	21.63	31.41	13.42	13.73	13.65
NBR_0001188201	71.71	57.75	64.27	25.05	27.51	27.24	87.89	91.41	96.83
NBR_0001188301	9.21	9.91	8.42	19.24	19.69	17.12	10.03	9.55	10.87
NBR_0001188401	0.07	0	0	0.12	0.06	0	0	0	0
NBR_0001188501	205.81	194.6	202.69	209.39	195.34	200.83	206.55	205.13	230.66
NBR_0001188601	0.25	0.24	0.46	0.47	0.32	0.42	0.16	0.46	0.08
NBR_0001188701	278.73	261	247.31	308.22	325.88	314.83	200.39	189.59	160.38
NBR_0001188801	173.03	188.36	197.79	95.78	89.93	101.89	229.01	230.57	266.27
NBR_0001188901	5.36	5.78	4.6	3.47	3.52	4.17	6.86	6.53	6.82
NBR_0001189001	304.54	332.35	370.29	139.87	159.47	166.75	379.14	483.5	426.94
NBR_0001189101	3.14	2.3	3.09	2.23	1.81	3.32	3.72	1.95	2.44
NBR_0001189201	1.17	1.17	1.12	0.97	0.87	1.38	1.01	0.74	1.07
NBR_0001189301	13.72	16.98	16.01	32.22	31.9	28.65	13.38	14.11	12.12
NBR_0001189401	0	0.18	0.51	7.19	7.29	5.83	0.36	0	0.34
NBR_0001189501	0.14	0.26	0.13	9.63	7.03	9.43	0.27	0.5	0.38
NBR_0001189601	3.91	4.88	3.35	13.76	10.29	13.2	4	6.37	3.14
NBR_0001189701	0	0.33	0.16	0.16	0.16	0.17	0	0.32	0.16
NBR_0001189801	48.95	55.45	57.16	35.82	32.72	34.26	52.52	49.06	50.4
NBR_0001189901	207.73	233.03	242.73	18.78	16.55	18.67	263.35	296.29	280.02
NBR_0001190001	142.96	157.44	171.57	201.99	185.53	170.6	139.75	161.4	166.88
NBR_0001190101	46.07	53.37	56.01	27.63	25.52	26.83	65.53	60.04	63.86
NBR_0001190201	11.9	14.8	14.85	17.23	17.33	18.6	18.03	15.6	14.94
NBR_0001190301	26.19	28.77	30.42	13.53	14.24	16.05	28.05	29.55	33.93
NBR_0001190401	10.64	12.85	12.2	4.64	5.73	5.78	11.98	13.41	14.31
NBR_0001190501	9.58	8.63	9.23	3.59	5.5	7.63	11.14	12.58	12.86
NBR_0001190601	0.99	1.41	1.13	0.69	0.58	0.73	1.07	1.56	1.48
NBR_0001190701	13.13	11.94	13.81	9.82	10.78	10.81	17.38	18.61	19.83
NBR_0001190801	13.31	13.97	12.31	13.45	12.15	12.75	10.62	9.51	8.92
NBR_0001190901	0.78	0.89	1.43	0.87	0.29	0.77	1.05	0.28	0.58
NBR_0001191001	10.75	11.68	12.1	5.7	5.32	8.41	12.13	13.19	9.83
NBR_0001191101	13.76	15.55	15.8	10.64	11.09	12.63	19.95	17.77	16.66
NBR_0001191201	2.58	3.18	3.05	6.87	6.32	7.53	5.7	3.82	2.86
NBR_0001191301	0	0	0	0.26	0	0	0	0.25	0.26
NBR_0001191401	24.25	27.89	27.06	27.15	28.33	34.45	29.03	29.07	27.13
NBR_0001191501	0.11	0.21	0.3	0	0.1	0.11	0.32	0.2	0.1
NBR_0001191601	0.51	0.16	0	0	0	0	0.16	0.46	0.31
NBR_0001191701	5.37	6.16	5.4	13.25	12.09	13.28	5.62	4.43	5.08
NBR_0001191801	15.16	20.06	32.16	1721.98	2014.07	1909.99	13.78	14.33	16.49
NBR_0001191901	8.05	10.75	11.87	23.68	24.96	24.66	13.29	17.9	19.41
NBR_0001192001	343.32	331.18	265.71	344.39	318.05	296.29	251.35	178.02	191.21
NBR_0001192101	33.65	36.42	28.02	36.13	38.24	39.35	45.56	44.63	33.27
NBR_0001192201	15.15	18.96	18.81	13.29	15.02	16.74	24.08	25.38	25.13
NBR_0001192301	8.18	5.7	5.48	7.7	9.58	12.93	5.21	5	4.44
NBR_0001192401	0	0.26	1.02	0.51	0.26	0.82	0.8	0.75	1.02
NBR_0001192501	0.37	1.25	0.68	0	0.18	0.18	0	0.17	0
NBR_0001192601	0.28	0.81	0.26	0.52	0.53	0.28	0	0.51	0
NBR_0001192701	0.07	0.07	0.13	0.47	0.07	0.28	0.21	0.13	0.13
NBR_0001192801	0.57	1	0.88	0.35	0.45	0.66	1.2	1.12	0.7
NBR_0001192901	13.25	13.69	13.92	8.08	5.81	16.35	14.13	10.91	8.56
NBR_0001193001	0.59	1.91	1.56	0.89	0.97	0.8	0.93	1.2	1.02
NBR_0001193101	8.73	9.72	8.52	6.62	7.26	7.62	18.63	13.51	10.29
NBR_0001193201	0.96	0.97	0.88	0.84	0.52	0.85	1.07	1.37	1.26
NBR_0001193301	0.73	2.09	1.87	1.49	1.51	1.44	1.69	2.5	2.55
NBR_0001193401	0.87	1.66	0.8	1.21	1.22	1.5	0.84	0.59	0.8
NBR_0001193501	0.95	0	0.32	0.44	0.55	0.35	0	0.21	0.22
NBR_0001193601	76.54	77.02	79.08	80.61	87.6	86.79	80.41	80.65	73.11
NBR_0001193701	4.54	9.42	8.94	17.31	14.82	13.61	8.97	7.54	6.1
NBR_0001193801	1.83	1.58	2.51	7.29	7.55	7.27	3.28	4.56	5.81
NBR_0001193901	0	0	0	0	0	0	0	0	0
NBR_0001194001	20.82	23.64	20.5	3.7	2.75	1.57	16.97	15.62	11.54
NBR_0001194101	4.08	6.14	8.37	82.49	75.36	69.86	9.34	7.13	8.01
NBR_0001194201	10.79	12.65	17.21	115.42	103.68	112.71	23.91	25.91	32.34
NBR_0001194301	0	0	0	0	0	0	0	0	0
NBR_0001194401	0	0	0	0	0	0	0	0	0
NBR_0001194501	3.24	2.74	2.88	2.48	2.43	3.01	3.3	3.59	2.98
NBR_0001194601	3.07	2.83	2.9	2.47	2.6	2.92	3.34	3.75	2.28
NBR_0001194701	4.72	5.28	5.48	4.78	4.42	4.86	5.49	7.29	5.45
NBR_0001194801	34.17	36.53	37.38	20.63	22.77	21.94	37.37	41.6	39.53
NBR_0001194901	484.78	537.05	461.15	193.79	277.49	278.4	441.39	435.5	375.43
NBR_0001195001	26.61	30.01	27.67	17.48	20.17	21.14	22.6	24.92	20.35
NBR_0001195101	0	0	0	0.99	1	0.26	0	0	0.25
NBR_0001195201	0	0	0	0.21	0	0	0.43	0	0.21
NBR_0001195301	0	0	0	0.14	0	0	0.14	0	0
NBR_0001195401	0	0	0	0	0	0	0.23	0.42	0
NBR_0001195501	30.96	34.82	30.46	17.46	16.32	20.2	39.99	36.94	34.73
NBR_0001195601	15.67	19.89	18.97	12.06	12.91	15.11	23.06	19.98	21.62
NBR_0001195701	10.49	9.19	10.59	5.57	3.61	6.16	9.18	8.68	12.98
NBR_0001195801	10.26	6.93	7.26	0	0	0	4.46	4.91	3.65
NBR_0001195901	0.85	0.2	0.39	0	0.2	0.84	0.41	0.38	0.59
NBR_0001196001	9.56	5.49	6.56	0	0	0	9.49	10.89	13.85
NBR_0001196101	0.34	0.5	0.22	0.18	0.4	0.28	0.42	0.56	0.53
NBR_0001196201	0.14	0.13	0.13	0.09	0	0	0.13	0.21	0
NBR_0001196301	0.34	0.71	0.25	2.69	2.66	2.53	0.59	0.85	0.68
NBR_0001196401	5.85	5.73	6.63	28.96	26.95	28.94	5.8	5.92	6.31
NBR_0001196501	3.06	5.03	3.31	31.34	35.93	37.44	1.34	1.5	1.53
NBR_0001196601	3.68	3.51	2.95	4.04	2.59	3.62	5.99	5.18	6.14
NBR_0001196701	2.87	3.13	2.69	3.23	4.06	2.75	3.24	2.84	2.96
NBR_0001196801	0	0	0	0	0	0	0	0.21	0
NBR_0001196901	15.15	13.49	21.4	50.74	49.84	53	22.62	25.63	20.17
NBR_0001197001	0.32	0.15	0.73	1.03	2.38	1.56	2.3	1.43	0.88
NBR_0001197101	0	0	0.22	0.11	0.11	0.12	0	0.43	0
NBR_0001197201	2.37	4.26	5.54	8.52	5.43	7.77	4.82	7.11	5.09
NBR_0001197301	4.83	6.7	5.4	7.44	6.22	6.67	5.41	4.92	6.83
NBR_0001197401	24.58	28.27	22.48	53.72	57.33	59.36	23.89	23.33	19.79
NBR_0001197501	0	0	0	0	0	0	0	0	0
NBR_0001197601	0.13	0.09	0.06	0.18	0.19	0.16	0.13	0.24	0.21
NBR_0001197701	0	0	0	0	0	0	0	0	0
NBR_0001197801	0.52	0.53	0.64	0.91	1.04	1.12	0.31	0.39	0.46
NBR_0001197901	30.77	36.8	34.83	62.69	74.21	68.69	32.68	32.03	35.21
NBR_0001198001	2.7	2.7	2.22	0.71	0.55	0.88	1.47	2.15	1.49
NBR_0001198101	0.18	0.56	0.83	0.5	0.38	0.31	0.87	1.26	1.16
NBR_0001198201	2.87	2.33	2.55	2.03	2.37	2.08	2.93	2.28	3.11
NBR_0001198301	1.77	2.27	2.69	2.66	2.13	1.8	2.3	2.45	1.79
NBR_0001198401	10.14	10.86	9.93	9.21	10.26	9.88	10.38	8.97	7.43
NBR_0001198501	17.25	20.93	17.78	29.42	35.78	34.51	19.61	15.02	16.27
NBR_0001198601	0	0.26	0	0.13	0	0.14	0.27	0	0
NBR_0001198701	0	0.25	0.24	0.12	0.12	0.13	0.12	0.35	0.71
NBR_0001198801	46.43	50.3	54.58	22.18	23.49	22.11	50.89	62.25	60.85
NBR_0001198901	401.49	494.76	492.15	1138.25	1185.81	981.4	449.78	430.59	371.9
NBR_0001199001	20.34	22.02	24.41	45.56	47.63	42.22	16.23	14.69	12.87
NBR_0001199101	144.21	122.25	126.07	36.43	36.27	35.08	148.19	154.88	185.05
NBR_0001199201	34.3	38.93	33.77	48.63	51.14	48.5	39.75	40.69	38.39
NBR_0001199301	13.78	17.87	16.88	22.94	21.84	21.03	18.45	18.41	14.97
NBR_0001199401	9.36	16.37	15.92	19.3	16.51	17.11	16.98	10.58	14.81
NBR_0001199501	6.34	7.68	9.16	7.09	6.82	5.77	13.2	11.63	11.96
NBR_0001199601	32.11	34.8	32.39	33.11	32.71	35.88	41.08	39.22	36.63
NBR_0001199701	18.19	22.26	23.17	17.26	21.11	20.76	26.33	24.14	19.38
NBR_0001199801	15.98	19.54	15.07	26.11	27.26	23.31	16.05	13.17	9.91
NBR_0001199901	23.99	26.56	30.11	16.24	15.81	16.9	26.36	26.96	25.38
NBR_0001200001	31.97	38.51	33.31	3.17	4.5	3.32	32.52	34.65	31.89
NBR_0001200101	31.12	29.64	30.73	53.33	50.22	50.41	28.02	25.38	33.88
NBR_0001200201	6.06	5.4	6.62	0.72	0.79	0.9	9.3	8.86	8.4
NBR_0001200301	337.25	296.18	411.93	12.87	13.57	13.41	423.29	388.44	350.53
NBR_0001200401	6.36	6.24	11.29	2.42	2.1	1.66	9.64	8.5	6.8
NBR_0001200501	4.26	6.68	3.59	3.43	4.12	3.25	5.17	2.91	2.09
NBR_0001200601	341.61	351.53	347.48	749.61	720.04	688.33	360.89	354.46	354.41
NBR_0001200701	5.65	4.66	5.66	15.05	16.57	13.12	6.33	6.53	4.72
NBR_0001200801	0.09	0.08	0.08	0.08	0.33	0.17	0	0.08	0.08
NBR_0001200901	0	0	0	0	0	0	0	0	0
NBR_0001201001	0	0	0	0.06	0	0	0	0	0
NBR_0001201101	0.2	0.19	0.18	0.05	0.05	0	0	0.04	0.09
NBR_0001201201	9.07	11.05	10.16	9.82	11.33	10.92	18.89	17.94	16.39
NBR_0001201301	120.02	99.16	87.15	4.26	3.45	3.67	70.98	68.67	59.09
NBR_0001201401	263.37	249.93	262.44	553.92	528.83	577.81	259.6	270.77	288.56
NBR_0001201501	193.24	206.45	191.65	126.22	116.24	112.88	182.08	179.82	179.14
NBR_0001201601	11.2	10.67	8.62	12.44	8.51	8.73	6.78	8.24	7.29
NBR_0001201701	52.22	52.75	49.68	19.24	19.27	19.55	42.83	46.95	41.64
NBR_0001201801	28.1	31.04	33.44	97.71	91.1	93.29	25.32	20.08	23.19
NBR_0001201901	51.02	56.52	57.68	70.16	70.87	69.32	56.24	54.24	48.89
NBR_0001202001	28.65	33.2	36.35	58.96	56.55	52.64	41.23	37.49	37.1
NBR_0001202101	17.88	19.14	17.33	26.69	26.75	26.64	16.88	18.41	15.21
NBR_0001202201	14.65	12.4	13.84	13.63	15.34	17.98	16.06	15.09	18.95
NBR_0001202301	3.53	4.64	3.87	0.26	0.13	0.21	2.86	2.48	2.89
NBR_0001202401	0.45	1.5	1.03	0.62	0.63	0.22	0.43	1.01	1.03
NBR_0001202501	3.83	5.28	5.07	64.41	68.06	75.53	2.36	3.15	3.1
NBR_0001202601	1.79	1.7	1.38	0	0	0.07	2.85	2.6	3.1
NBR_0001202701	0.1	0.05	0.13	0.04	0.09	0	0.28	0.13	0.27
NBR_0001202801	18.67	18.48	20.61	11.99	11.41	11.86	23.48	27	25.82
NBR_0001202901	0.65	0.71	0.89	1.2	1.79	1.24	1.39	1.38	1.11
NBR_0001203001	2.37	1.86	2.63	21.46	16.72	18.2	3.65	2.92	2.83
NBR_0001203101	0	0.33	0	0.32	0	0.17	0.34	0	0
NBR_0001203201	31.6	27.46	23.54	23.3	19.58	19.4	22.76	21.51	23.37
NBR_0001203301	38.07	38.72	41.17	33.84	29.81	28.17	44.67	44.16	35.25
NBR_0001203401	10.16	9.67	12.57	47.76	44.49	44.64	6.33	9.68	11.27
NBR_0001203501	7.76	7.39	10.21	36.1	36.47	33.63	7.01	7.43	6.25
NBR_0001203601	0.53	0	0.73	0.49	0.5	0	0	0	0
NBR_0001203701	0	0	0	0	0	0	0.22	0	0
NBR_0001203801	0.17	0.21	0.31	0.67	0.37	0.61	0.43	0.4	0.46
NBR_0001203901	0.49	0.56	0.64	0.35	0.21	0.29	0.91	0.79	0.99
NBR_0001204001	5.21	6.14	5.02	79.31	107.61	124.67	1.72	1.48	1.14
NBR_0001204101	22.59	24.35	21.39	1.28	2.04	0.97	16.61	18.73	11.67
NBR_0001204201	0.16	0	0	0.45	0.3	0.32	0.16	0.44	0.3
NBR_0001204301	0	0.53	0.25	0.77	0.52	0	0.54	0	0
NBR_0001204401	0	0	0	0	0	0	0	0	0
NBR_0001204501	0.07	0.06	0.12	0.13	0.09	0.23	0.11	0.15	0.11
NBR_0001204601	0.72	0.39	0.47	0.19	0.39	0.2	0.89	0.46	1.14
NBR_0001204701	0.1	0.29	0	0.48	0.29	0.2	0.2	0.19	0
NBR_0001204801	15.6	19.65	20.7	8.54	9.57	7.92	32.64	31.42	32.58
NBR_0001204901	0.55	0.39	0.88	0.51	0.13	0.81	0.53	0.62	0.51
NBR_0001205001	4.71	4.49	6.82	7.01	5.88	4.37	7.69	5.89	6.26
NBR_0001205101	2.61	1.66	2.55	1.13	1.14	0.68	1.84	1.57	2.24
NBR_0001205201	0.13	0.3	0.43	0.09	0.06	0.28	0.4	0.34	0.29
NBR_0001205301	14.29	14.92	13.94	10.02	9.43	10.83	12.73	12.32	10.93
NBR_0001205401	0.18	0.5	0.97	0	0	0.09	0.25	0.4	0.57
NBR_0001205501	41.55	49.63	43.34	25.3	31.31	31.56	30.39	34	27.97
NBR_0001205601	17.98	18.71	16.12	35.89	33.97	32.44	15.71	14.54	11.96
NBR_0001205701	32.87	36.35	29.37	66.12	68.89	61.27	32.16	29.29	23.6
NBR_0001205801	56.44	81.27	60.14	0.28	0.42	0.59	37.13	37.93	36.28
NBR_0001205901	134.5	125.92	121.79	85.13	89.43	95.8	125.38	111.13	115.88
NBR_0001206001	243.07	256.18	309.44	192.71	185.5	179.8	286.47	319.84	341.35
NBR_0001206101	14.75	14.88	18.39	9.33	10.03	10.01	18.36	19.12	16.56
NBR_0001206201	0.56	0	0.26	0.26	0	0	0	0.51	0.26
NBR_0001206301	310.67	357.35	390.64	71.41	89.17	86.05	555.48	460.31	432.3
NBR_0001206401	20.6	24.89	21.77	42.02	33.58	30.76	25.84	28.34	26.91
NBR_0001206501	43.98	45.13	48.56	23.34	22.51	25.97	55.31	55.83	57.19
NBR_0001206601	29.38	28.81	30.62	34.01	34.17	33.1	24.44	24.49	23
NBR_0001206701	2.29	1.91	3.14	1.06	1.07	1.41	0.83	2.06	2.1
NBR_0001206801	1.79	1.59	2	0.37	0.38	0.62	1.83	1.61	0.96
NBR_0001206901	18.33	19.58	18.3	36.44	38.12	37.16	16.56	16.93	11.87
NBR_0001207001	779.12	756.82	713.31	808.36	819.29	827.25	706.39	692.64	758.83
NBR_0001207101	106.84	105.42	109.83	47.48	53.24	58.31	100.49	110.27	117.88
NBR_0001207201	0.18	0.5	0.38	0.22	0.05	0.23	0.11	0.05	0.27
NBR_0001207301	17.63	19.06	16.44	12.31	15.04	13.44	17.1	19.85	17.35
